onset	duration	sample	trial_type	value
0	0.0001	1	New Segment	n/a
15.8252	0.0001	158253	Stimulus	S  1
15.9272	0.0001	159273	Stimulus	S  8
15.9472	0.0001	159473	Stimulus	S  4
15.9672	0.0001	159673	Stimulus	S  4
15.9872	0.0001	159873	Stimulus	S  4
16.0072	0.0001	160073	Stimulus	S  4
16.0272	0.0001	160273	Stimulus	S  4
16.0472	0.0001	160473	Stimulus	S  4
16.0672	0.0001	160673	Stimulus	S  4
16.0872	0.0001	160873	Stimulus	S  4
53.0523	0.0001	530524	Stimulus	S  2
58.1557	0.0001	581558	Stimulus	S  1
58.2717	0.0001	582718	Stimulus	S  8
58.2917	0.0001	582918	Stimulus	S  4
58.3117	0.0001	583118	Stimulus	S  4
58.3317	0.0001	583318	Stimulus	S  4
58.3517	0.0001	583518	Stimulus	S  4
58.3717	0.0001	583718	Stimulus	S  4
58.3917	0.0001	583918	Stimulus	S  4
58.4117	0.0001	584118	Stimulus	S  4
58.4317	0.0001	584318	Stimulus	S  8
98.6335	0.0001	986336	Stimulus	S  2
102.2302	0.0001	1022303	Stimulus	S  1
102.3382	0.0001	1023383	Stimulus	S  8
102.3582	0.0001	1023583	Stimulus	S  4
102.3782	0.0001	1023783	Stimulus	S  4
102.3982	0.0001	1023983	Stimulus	S  4
102.4182	0.0001	1024183	Stimulus	S  4
102.4382	0.0001	1024383	Stimulus	S  4
102.4582	0.0001	1024583	Stimulus	S  4
102.4782	0.0001	1024783	Stimulus	S  8
102.4982	0.0001	1024983	Stimulus	S  4
134.708	0.0001	1347081	Stimulus	S  2
138.5567	0.0001	1385568	Stimulus	S  1
138.6687	0.0001	1386688	Stimulus	S  4
138.6887	0.0001	1386888	Stimulus	S  4
138.7087	0.0001	1387088	Stimulus	S  4
138.7287	0.0001	1387288	Stimulus	S  4
138.7487	0.0001	1387488	Stimulus	S  4
138.7687	0.0001	1387688	Stimulus	S  4
138.7887	0.0001	1387888	Stimulus	S  4
138.8087	0.0001	1388088	Stimulus	S  8
138.8287	0.0001	1388288	Stimulus	S  8
169.0344	0.0001	1690345	Stimulus	S  2
176.0691	0.0001	1760692	Stimulus	S  1
176.1751	0.0001	1761752	Stimulus	S  8
176.1951	0.0001	1761952	Stimulus	S  4
176.2151	0.0001	1762152	Stimulus	S  4
176.2351	0.0001	1762352	Stimulus	S  4
176.2551	0.0001	1762552	Stimulus	S  4
176.2751	0.0001	1762752	Stimulus	S  4
176.2951	0.0001	1762952	Stimulus	S  8
176.3151	0.0001	1763152	Stimulus	S  4
176.3351	0.0001	1763352	Stimulus	S  4
212.5469	0.0001	2125470	Stimulus	S  2
215.9296	0.0001	2159297	Stimulus	S  1
216.0376	0.0001	2160377	Stimulus	S  4
216.0576	0.0001	2160577	Stimulus	S  4
216.0776	0.0001	2160777	Stimulus	S  4
216.0976	0.0001	2160977	Stimulus	S  4
216.1176	0.0001	2161177	Stimulus	S  4
216.1376	0.0001	2161377	Stimulus	S  4
216.1576	0.0001	2161577	Stimulus	S  8
216.1776	0.0001	2161777	Stimulus	S  4
216.1976	0.0001	2161977	Stimulus	S  8
246.4073	0.0001	2464074	Stimulus	S  2
248.986	0.0001	2489861	Stimulus	S  1
249.098	0.0001	2490981	Stimulus	S  4
249.118	0.0001	2491181	Stimulus	S  4
249.138	0.0001	2491381	Stimulus	S  4
249.158	0.0001	2491581	Stimulus	S  4
249.178	0.0001	2491781	Stimulus	S  4
249.198	0.0001	2491981	Stimulus	S  4
249.218	0.0001	2492181	Stimulus	S  8
249.238	0.0001	2492381	Stimulus	S  8
249.258	0.0001	2492581	Stimulus	S  4
