onset	duration	sample	trial_type	value
0	0.0001	1	New Segment	n/a
22.0419	0.0001	220420	Stimulus	S  1
22.1539	0.0001	221540	Stimulus	S  8
22.1739	0.0001	221740	Stimulus	S  4
22.1939	0.0001	221940	Stimulus	S  4
22.2139	0.0001	222140	Stimulus	S  4
22.2339	0.0001	222340	Stimulus	S  4
22.2539	0.0001	222540	Stimulus	S  4
22.2739	0.0001	222740	Stimulus	S  4
22.2939	0.0001	222940	Stimulus	S  4
22.3139	0.0001	223140	Stimulus	S  4
68.5238	0.0001	685239	Stimulus	S  2
72.4985	0.0001	724986	Stimulus	S  1
72.6145	0.0001	726146	Stimulus	S  4
72.6345	0.0001	726346	Stimulus	S  4
72.6545	0.0001	726546	Stimulus	S  4
72.6745	0.0001	726746	Stimulus	S  4
72.6945	0.0001	726946	Stimulus	S  4
72.7145	0.0001	727146	Stimulus	S  4
72.7345	0.0001	727346	Stimulus	S  4
72.7545	0.0001	727546	Stimulus	S  4
72.7745	0.0001	727746	Stimulus	S  8
108.9762	0.0001	1089763	Stimulus	S  2
111.6169	0.0001	1116170	Stimulus	S  1
111.7209	0.0001	1117210	Stimulus	S  8
111.7409	0.0001	1117410	Stimulus	S  4
111.7609	0.0001	1117610	Stimulus	S  4
111.7809	0.0001	1117810	Stimulus	S  4
111.8009	0.0001	1118010	Stimulus	S  4
111.8209	0.0001	1118210	Stimulus	S  4
111.8409	0.0001	1118410	Stimulus	S  4
111.8609	0.0001	1118610	Stimulus	S  8
111.8809	0.0001	1118810	Stimulus	S  4
146.0947	0.0001	1460948	Stimulus	S  2
149.5154	0.0001	1495155	Stimulus	S  1
149.6254	0.0001	1496255	Stimulus	S  8
149.6454	0.0001	1496455	Stimulus	S  4
149.6654	0.0001	1496655	Stimulus	S  4
149.6854	0.0001	1496855	Stimulus	S  4
149.7054	0.0001	1497055	Stimulus	S  4
149.7254	0.0001	1497255	Stimulus	S  4
149.7454	0.0001	1497455	Stimulus	S  4
149.7654	0.0001	1497655	Stimulus	S  8
149.7854	0.0001	1497855	Stimulus	S  8
179.4971	0.0001	1794972	Stimulus	S  2
181.3077	0.0001	1813078	Stimulus	S  1
181.4197	0.0001	1814198	Stimulus	S  8
181.4397	0.0001	1814398	Stimulus	S  4
181.4597	0.0001	1814598	Stimulus	S  4
181.4797	0.0001	1814798	Stimulus	S  4
181.4997	0.0001	1814998	Stimulus	S  4
181.5197	0.0001	1815198	Stimulus	S  4
181.5397	0.0001	1815398	Stimulus	S  8
181.5597	0.0001	1815598	Stimulus	S  4
181.5797	0.0001	1815798	Stimulus	S  4
210.2894	0.0001	2102895	Stimulus	S  2
214.8221	0.0001	2148222	Stimulus	S  1
214.9301	0.0001	2149302	Stimulus	S  4
214.9501	0.0001	2149502	Stimulus	S  4
214.9701	0.0001	2149702	Stimulus	S  4
214.9901	0.0001	2149902	Stimulus	S  4
215.0101	0.0001	2150102	Stimulus	S  4
215.0301	0.0001	2150302	Stimulus	S  4
215.0501	0.0001	2150502	Stimulus	S  8
