onset	duration	sample	trial_type	value
0	0.0001	1	New Segment	n/a
11.131	0.0001	111311	Stimulus	S  1
11.249	0.0001	112491	Stimulus	S  8
11.2691	0.0001	112692	Stimulus	S  4
11.2891	0.0001	112892	Stimulus	S  4
11.3091	0.0001	113092	Stimulus	S  4
11.3291	0.0001	113292	Stimulus	S  4
11.3491	0.0001	113492	Stimulus	S  4
11.3691	0.0001	113692	Stimulus	S  4
11.3891	0.0001	113892	Stimulus	S  4
11.4091	0.0001	114092	Stimulus	S  4
44.1128	0.0001	441129	Stimulus	S  2
50.1355	0.0001	501356	Stimulus	S  1
50.2415	0.0001	502416	Stimulus	S  8
50.2615	0.0001	502616	Stimulus	S  4
50.2815	0.0001	502816	Stimulus	S  4
50.3015	0.0001	503016	Stimulus	S  4
50.3215	0.0001	503216	Stimulus	S  4
50.3415	0.0001	503416	Stimulus	S  4
50.3615	0.0001	503616	Stimulus	S  4
50.3815	0.0001	503816	Stimulus	S  4
50.4015	0.0001	504016	Stimulus	S  8
88.1133	0.0001	881134	Stimulus	S  2
92.308	0.0001	923081	Stimulus	S  1
92.416	0.0001	924161	Stimulus	S  4
92.436	0.0001	924361	Stimulus	S  4
92.456	0.0001	924561	Stimulus	S  4
92.476	0.0001	924761	Stimulus	S  4
92.496	0.0001	924961	Stimulus	S  4
92.516	0.0001	925161	Stimulus	S  4
92.536	0.0001	925361	Stimulus	S  4
92.556	0.0001	925561	Stimulus	S  8
92.576	0.0001	925761	Stimulus	S  4
132.7858	0.0001	1327859	Stimulus	S  2
134.8925	0.0001	1348926	Stimulus	S  1
135.0005	0.0001	1350006	Stimulus	S  8
135.0205	0.0001	1350206	Stimulus	S  4
135.0405	0.0001	1350406	Stimulus	S  4
135.0605	0.0001	1350606	Stimulus	S  4
135.0805	0.0001	1350806	Stimulus	S  4
135.1005	0.0001	1351006	Stimulus	S  4
135.1205	0.0001	1351206	Stimulus	S  4
135.1405	0.0001	1351406	Stimulus	S  8
135.1605	0.0001	1351606	Stimulus	S  8
165.3702	0.0001	1653703	Stimulus	S  2
170.3969	0.0001	1703970	Stimulus	S  1
170.5029	0.0001	1705030	Stimulus	S  4
170.5229	0.0001	1705230	Stimulus	S  4
170.5429	0.0001	1705430	Stimulus	S  4
170.5629	0.0001	1705630	Stimulus	S  4
170.5829	0.0001	1705830	Stimulus	S  4
170.6029	0.0001	1706030	Stimulus	S  4
170.6229	0.0001	1706230	Stimulus	S  8
170.6429	0.0001	1706430	Stimulus	S  4
170.6629	0.0001	1706630	Stimulus	S  4
204.8747	0.0001	2048748	Stimulus	S  2
207.0674	0.0001	2070675	Stimulus	S  1
207.1714	0.0001	2071715	Stimulus	S  4
207.1914	0.0001	2071915	Stimulus	S  4
207.2114	0.0001	2072115	Stimulus	S  4
207.2314	0.0001	2072315	Stimulus	S  4
207.2514	0.0001	2072515	Stimulus	S  4
207.2714	0.0001	2072715	Stimulus	S  4
207.2914	0.0001	2072915	Stimulus	S  8
207.3114	0.0001	2073115	Stimulus	S  4
207.3314	0.0001	2073315	Stimulus	S  8
239.5451	0.0001	2395452	Stimulus	S  2
242.0438	0.0001	2420439	Stimulus	S  1
242.1558	0.0001	2421559	Stimulus	S  4
242.1758	0.0001	2421759	Stimulus	S  4
242.1958	0.0001	2421959	Stimulus	S  4
242.2158	0.0001	2422159	Stimulus	S  4
242.2358	0.0001	2422359	Stimulus	S  4
242.2558	0.0001	2422559	Stimulus	S  4
242.2758	0.0001	2422759	Stimulus	S  8
242.2958	0.0001	2422959	Stimulus	S  8
242.3158	0.0001	2423159	Stimulus	S  4
272.5215	0.0001	2725216	Stimulus	S  2
274.2622	0.0001	2742623	Stimulus	S  1
274.3782	0.0001	2743783	Stimulus	S  8
274.3982	0.0001	2743983	Stimulus	S  4
274.4182	0.0001	2744183	Stimulus	S  4
274.4382	0.0001	2744383	Stimulus	S  4
274.4582	0.0001	2744583	Stimulus	S  4
274.4782	0.0001	2744783	Stimulus	S  4
274.4982	0.0001	2744983	Stimulus	S  8
274.5182	0.0001	2745183	Stimulus	S  8
274.5382	0.0001	2745383	Stimulus	S  8
302.7438	0.0001	3027439	Stimulus	S  2
309.7746	0.0001	3097747	Stimulus	S  1
309.8806	0.0001	3098807	Stimulus	S  8
309.9006	0.0001	3099007	Stimulus	S  4
309.9206	0.0001	3099207	Stimulus	S  4
309.9406	0.0001	3099407	Stimulus	S  4
309.9606	0.0001	3099607	Stimulus	S  4
309.9806	0.0001	3099807	Stimulus	S  8
310.0006	0.0001	3100007	Stimulus	S  4
310.0206	0.0001	3100207	Stimulus	S  4
310.0406	0.0001	3100407	Stimulus	S  4
344.2523	0.0001	3442524	Stimulus	S  2
347.713	0.0001	3477131	Stimulus	S  1
347.827	0.0001	3478271	Stimulus	S  8
347.847	0.0001	3478471	Stimulus	S  4
347.867	0.0001	3478671	Stimulus	S  4
347.887	0.0001	3478871	Stimulus	S  4
347.907	0.0001	3479071	Stimulus	S  4
347.927	0.0001	3479271	Stimulus	S  8
347.947	0.0001	3479471	Stimulus	S  4
347.967	0.0001	3479671	Stimulus	S  4
347.987	0.0001	3479871	Stimulus	S  8
381.9441	0.0001	3819442	Stimulus	S  2
384.7275	0.0001	3847276	Stimulus	S  1
384.8335	0.0001	3848336	Stimulus	S  8
384.8535	0.0001	3848536	Stimulus	S  4
384.8735	0.0001	3848736	Stimulus	S  4
384.8935	0.0001	3848936	Stimulus	S  4
384.9135	0.0001	3849136	Stimulus	S  4
384.9335	0.0001	3849336	Stimulus	S  8
384.9535	0.0001	3849536	Stimulus	S  4
384.9735	0.0001	3849736	Stimulus	S  8
384.9935	0.0001	3849936	Stimulus	S  4
417.2052	0.0001	4172053	Stimulus	S  2
419.2679	0.0001	4192680	Stimulus	S  1
419.3779	0.0001	4193780	Stimulus	S  4
419.3979	0.0001	4193980	Stimulus	S  4
419.4179	0.0001	4194180	Stimulus	S  4
419.4379	0.0001	4194380	Stimulus	S  4
419.4579	0.0001	4194580	Stimulus	S  4
419.4779	0.0001	4194780	Stimulus	S  8
419.4979	0.0001	4194980	Stimulus	S  4
419.5179	0.0001	4195180	Stimulus	S  8
419.5379	0.0001	4195380	Stimulus	S  8
449.7456	0.0001	4497457	Stimulus	S  2
453.1063	0.0001	4531064	Stimulus	S  1
453.2143	0.0001	4532144	Stimulus	S  8
453.2343	0.0001	4532344	Stimulus	S  4
453.2543	0.0001	4532544	Stimulus	S  4
453.2743	0.0001	4532744	Stimulus	S  4
453.2943	0.0001	4532944	Stimulus	S  4
453.3143	0.0001	4533144	Stimulus	S  8
453.3343	0.0001	4533344	Stimulus	S  8
453.3543	0.0001	4533544	Stimulus	S  4
453.3743	0.0001	4533744	Stimulus	S  4
480.3373	0.0001	4803374	Stimulus	S  2
485.8667	0.0001	4858668	Stimulus	S  1
485.9727	0.0001	4859728	Stimulus	S  8
485.9927	0.0001	4859928	Stimulus	S  4
486.0127	0.0001	4860128	Stimulus	S  4
486.0327	0.0001	4860328	Stimulus	S  4
486.0527	0.0001	4860528	Stimulus	S  4
486.0727	0.0001	4860728	Stimulus	S  8
486.0927	0.0001	4860928	Stimulus	S  8
486.1127	0.0001	4861128	Stimulus	S  4
486.1327	0.0001	4861328	Stimulus	S  8
517.5977	0.0001	5175978	Stimulus	S  2
523.3771	0.0001	5233772	Stimulus	S  1
523.4851	0.0001	5234852	Stimulus	S  8
523.5051	0.0001	5235052	Stimulus	S  4
523.5251	0.0001	5235252	Stimulus	S  4
523.5451	0.0001	5235452	Stimulus	S  4
523.5651	0.0001	5235652	Stimulus	S  4
523.5851	0.0001	5235852	Stimulus	S  8
523.6051	0.0001	5236052	Stimulus	S  8
523.6251	0.0001	5236252	Stimulus	S  8
