onset	duration	sample	trial_type	value
0	0.0001	1	New Segment	n/a
23.6953	0.0001	236954	Stimulus	S  1
23.8113	0.0001	238114	Stimulus	S  8
23.8313	0.0001	238314	Stimulus	S  4
23.8513	0.0001	238514	Stimulus	S  4
23.8713	0.0001	238714	Stimulus	S  4
23.8913	0.0001	238914	Stimulus	S  4
23.9113	0.0001	239114	Stimulus	S  4
23.9313	0.0001	239314	Stimulus	S  4
23.9513	0.0001	239514	Stimulus	S  4
23.9713	0.0001	239714	Stimulus	S  4
54.173	0.0001	541731	Stimulus	S  2
63.2698	0.0001	632699	Stimulus	S  1
63.3818	0.0001	633819	Stimulus	S  4
63.4018	0.0001	634019	Stimulus	S  4
63.4218	0.0001	634219	Stimulus	S  4
63.4418	0.0001	634419	Stimulus	S  4
63.4618	0.0001	634619	Stimulus	S  4
63.4818	0.0001	634819	Stimulus	S  4
63.5018	0.0001	635019	Stimulus	S  4
63.5218	0.0001	635219	Stimulus	S  4
63.5418	0.0001	635419	Stimulus	S  8
93.7475	0.0001	937476	Stimulus	S  2
99.6662	0.0001	996663	Stimulus	S  1
99.7742	0.0001	997743	Stimulus	S  8
99.7942	0.0001	997943	Stimulus	S  4
99.8142	0.0001	998143	Stimulus	S  4
99.8342	0.0001	998343	Stimulus	S  4
99.8542	0.0001	998543	Stimulus	S  4
99.8742	0.0001	998743	Stimulus	S  4
99.8942	0.0001	998943	Stimulus	S  4
99.9142	0.0001	999143	Stimulus	S  8
99.9342	0.0001	999343	Stimulus	S  4
130.1439	0.0001	1301440	Stimulus	S  2
137.1707	0.0001	1371708	Stimulus	S  1
137.2787	0.0001	1372788	Stimulus	S  8
137.2987	0.0001	1372988	Stimulus	S  4
137.3187	0.0001	1373188	Stimulus	S  4
137.3387	0.0001	1373388	Stimulus	S  4
137.3587	0.0001	1373588	Stimulus	S  4
137.3787	0.0001	1373788	Stimulus	S  4
137.3987	0.0001	1373988	Stimulus	S  4
137.4187	0.0001	1374188	Stimulus	S  8
137.4387	0.0001	1374388	Stimulus	S  8
173.6485	0.0001	1736486	Stimulus	S  2
177.7912	0.0001	1777913	Stimulus	S  1
177.9012	0.0001	1779013	Stimulus	S  8
177.9212	0.0001	1779213	Stimulus	S  4
177.9412	0.0001	1779413	Stimulus	S  4
177.9612	0.0001	1779613	Stimulus	S  4
177.9812	0.0001	1779813	Stimulus	S  4
178.0012	0.0001	1780013	Stimulus	S  4
178.0212	0.0001	1780213	Stimulus	S  8
178.0412	0.0001	1780413	Stimulus	S  4
178.0612	0.0001	1780613	Stimulus	S  4
214.269	0.0001	2142691	Stimulus	S  2
216.8256	0.0001	2168257	Stimulus	S  1
216.9297	0.0001	2169298	Stimulus	S  4
216.9497	0.0001	2169498	Stimulus	S  4
216.9697	0.0001	2169698	Stimulus	S  4
216.9897	0.0001	2169898	Stimulus	S  4
217.0097	0.0001	2170098	Stimulus	S  4
217.0297	0.0001	2170298	Stimulus	S  4
217.0497	0.0001	2170498	Stimulus	S  8
217.0697	0.0001	2170698	Stimulus	S  4
217.0897	0.0001	2170898	Stimulus	S  8
247.3033	0.0001	2473034	Stimulus	S  2
255.4681	0.0001	2554682	Stimulus	S  1
255.5741	0.0001	2555742	Stimulus	S  4
255.5941	0.0001	2555942	Stimulus	S  4
255.6141	0.0001	2556142	Stimulus	S  4
255.6341	0.0001	2556342	Stimulus	S  4
255.6541	0.0001	2556542	Stimulus	S  4
255.6741	0.0001	2556742	Stimulus	S  4
255.6941	0.0001	2556942	Stimulus	S  8
255.7141	0.0001	2557142	Stimulus	S  8
255.7341	0.0001	2557342	Stimulus	S  4
285.9458	0.0001	2859459	Stimulus	S  2
302.5547	0.0001	3025548	Stimulus	S  1
302.6567	0.0001	3026568	Stimulus	S  4
302.6767	0.0001	3026768	Stimulus	S  4
302.6967	0.0001	3026968	Stimulus	S  4
302.7167	0.0001	3027168	Stimulus	S  4
302.7367	0.0001	3027368	Stimulus	S  4
302.7567	0.0001	3027568	Stimulus	S  4
302.7767	0.0001	3027768	Stimulus	S  8
302.7967	0.0001	3027968	Stimulus	S  8
302.8167	0.0001	3028168	Stimulus	S  8
340.5325	0.0001	3405326	Stimulus	S  2
343.1172	0.0001	3431173	Stimulus	S  1
343.2272	0.0001	3432273	Stimulus	S  4
343.2472	0.0001	3432473	Stimulus	S  4
343.2672	0.0001	3432673	Stimulus	S  4
343.2872	0.0001	3432873	Stimulus	S  4
343.3072	0.0001	3433073	Stimulus	S  4
343.3272	0.0001	3433273	Stimulus	S  8
343.3472	0.0001	3433473	Stimulus	S  4
343.3672	0.0001	3433673	Stimulus	S  4
343.3872	0.0001	3433873	Stimulus	S  4
377.5949	0.0001	3775950	Stimulus	S  2
385.1377	0.0001	3851378	Stimulus	S  1
385.2457	0.0001	3852458	Stimulus	S  8
385.2657	0.0001	3852658	Stimulus	S  4
385.2857	0.0001	3852858	Stimulus	S  4
385.3057	0.0001	3853058	Stimulus	S  4
385.3257	0.0001	3853258	Stimulus	S  4
385.3457	0.0001	3853458	Stimulus	S  8
385.3657	0.0001	3853658	Stimulus	S  4
385.3857	0.0001	3853858	Stimulus	S  4
385.4057	0.0001	3854058	Stimulus	S  8
426.1195	0.0001	4261196	Stimulus	S  2
429.4622	0.0001	4294623	Stimulus	S  1
429.5722	0.0001	4295723	Stimulus	S  8
429.5922	0.0001	4295923	Stimulus	S  4
429.6122	0.0001	4296123	Stimulus	S  4
429.6322	0.0001	4296323	Stimulus	S  4
429.6522	0.0001	4296523	Stimulus	S  4
429.6722	0.0001	4296723	Stimulus	S  8
429.6922	0.0001	4296923	Stimulus	S  4
429.7122	0.0001	4297123	Stimulus	S  8
429.7322	0.0001	4297323	Stimulus	S  4
464.1933	0.0001	4641934	Stimulus	S  2
467.2967	0.0001	4672968	Stimulus	S  1
467.4007	0.0001	4674008	Stimulus	S  8
467.4207	0.0001	4674208	Stimulus	S  4
467.4407	0.0001	4674408	Stimulus	S  4
467.4607	0.0001	4674608	Stimulus	S  4
467.4807	0.0001	4674808	Stimulus	S  4
467.5007	0.0001	4675008	Stimulus	S  8
467.5207	0.0001	4675208	Stimulus	S  4
467.5407	0.0001	4675408	Stimulus	S  8
467.5607	0.0001	4675608	Stimulus	S  8
499.2784	0.0001	4992785	Stimulus	S  2
518.3093	0.0001	5183094	Stimulus	S  1
518.4133	0.0001	5184134	Stimulus	S  8
518.4333	0.0001	5184334	Stimulus	S  4
518.4533	0.0001	5184534	Stimulus	S  4
518.4733	0.0001	5184734	Stimulus	S  4
518.4933	0.0001	5184934	Stimulus	S  4
518.5133	0.0001	5185134	Stimulus	S  8
518.5333	0.0001	5185334	Stimulus	S  8
518.5533	0.0001	5185534	Stimulus	S  4
518.5733	0.0001	5185734	Stimulus	S  4
568.2912	0.0001	5682913	Stimulus	S  2
579.568	0.0001	5795681	Stimulus	S  1
579.672	0.0001	5796721	Stimulus	S  8
579.692	0.0001	5796921	Stimulus	S  4
579.712	0.0001	5797121	Stimulus	S  4
579.732	0.0001	5797321	Stimulus	S  4
579.752	0.0001	5797521	Stimulus	S  4
579.772	0.0001	5797721	Stimulus	S  8
579.792	0.0001	5797921	Stimulus	S  8
579.812	0.0001	5798121	Stimulus	S  4
579.832	0.0001	5798321	Stimulus	S  8
616.0458	0.0001	6160459	Stimulus	S  2
633.6126	0.0001	6336127	Stimulus	S  1
633.7266	0.0001	6337267	Stimulus	S  8
633.7466	0.0001	6337467	Stimulus	S  4
633.7666	0.0001	6337667	Stimulus	S  4
633.7866	0.0001	6337867	Stimulus	S  4
633.8066	0.0001	6338067	Stimulus	S  4
633.8266	0.0001	6338267	Stimulus	S  8
633.8466	0.0001	6338467	Stimulus	S  8
633.8666	0.0001	6338667	Stimulus	S  8
633.8866	0.0001	6338867	Stimulus	S  4
667.8437	0.0001	6678438	Stimulus	S  2
677.1272	0.0001	6771273	Stimulus	S  1
677.2352	0.0001	6772353	Stimulus	S  8
677.2552	0.0001	6772553	Stimulus	S  4
677.2752	0.0001	6772753	Stimulus	S  4
677.2952	0.0001	6772953	Stimulus	S  4
677.3152	0.0001	6773153	Stimulus	S  4
677.3352	0.0001	6773353	Stimulus	S  8
677.3552	0.0001	6773553	Stimulus	S  8
677.3752	0.0001	6773753	Stimulus	S  8
677.3952	0.0001	6773953	Stimulus	S  8
719.605	0.0001	7196051	Stimulus	S  2
723.6217	0.0001	7236218	Stimulus	S  1
723.7297	0.0001	7237298	Stimulus	S  4
723.7497	0.0001	7237498	Stimulus	S  4
723.7697	0.0001	7237698	Stimulus	S  4
723.7897	0.0001	7237898	Stimulus	S  4
723.8097	0.0001	7238098	Stimulus	S  8
723.8297	0.0001	7238298	Stimulus	S  4
723.8497	0.0001	7238498	Stimulus	S  4
723.8697	0.0001	7238698	Stimulus	S  4
723.8897	0.0001	7238898	Stimulus	S  4
756.0994	0.0001	7560995	Stimulus	S  2
758.1881	0.0001	7581882	Stimulus	S  1
758.3061	0.0001	7583062	Stimulus	S  4
758.3261	0.0001	7583262	Stimulus	S  4
758.3461	0.0001	7583462	Stimulus	S  4
758.3661	0.0001	7583662	Stimulus	S  4
758.3861	0.0001	7583862	Stimulus	S  8
758.4061	0.0001	7584062	Stimulus	S  4
758.4261	0.0001	7584262	Stimulus	S  4
758.4461	0.0001	7584462	Stimulus	S  4
758.4661	0.0001	7584662	Stimulus	S  8
790.6658	0.0001	7906659	Stimulus	S  2
792.5665	0.0001	7925666	Stimulus	S  1
792.6805	0.0001	7926806	Stimulus	S  4
792.7005	0.0001	7927006	Stimulus	S  4
792.7205	0.0001	7927206	Stimulus	S  4
792.7405	0.0001	7927406	Stimulus	S  4
792.7605	0.0001	7927606	Stimulus	S  8
792.7805	0.0001	7927806	Stimulus	S  4
792.8005	0.0001	7928006	Stimulus	S  4
792.8205	0.0001	7928206	Stimulus	S  8
792.8405	0.0001	7928406	Stimulus	S  4
825.0442	0.0001	8250443	Stimulus	S  2
830.079	0.0001	8300791	Stimulus	S  1
830.185	0.0001	8301851	Stimulus	S  4
830.205	0.0001	8302051	Stimulus	S  4
830.225	0.0001	8302251	Stimulus	S  4
830.245	0.0001	8302451	Stimulus	S  4
830.265	0.0001	8302651	Stimulus	S  8
830.285	0.0001	8302851	Stimulus	S  4
830.305	0.0001	8303051	Stimulus	S  4
830.325	0.0001	8303251	Stimulus	S  8
830.345	0.0001	8303451	Stimulus	S  8
866.5567	0.0001	8665568	Stimulus	S  2
869.7294	0.0001	8697295	Stimulus	S  1
869.8454	0.0001	8698455	Stimulus	S  8
869.8654	0.0001	8698655	Stimulus	S  4
869.8854	0.0001	8698855	Stimulus	S  4
869.9055	0.0001	8699056	Stimulus	S  4
869.9255	0.0001	8699256	Stimulus	S  8
869.9455	0.0001	8699456	Stimulus	S  4
869.9655	0.0001	8699656	Stimulus	S  8
869.9855	0.0001	8699856	Stimulus	S  4
870.0055	0.0001	8700056	Stimulus	S  4
900.2071	0.0001	9002072	Stimulus	S  2
906.3279	0.0001	9063280	Stimulus	S  1
906.4419	0.0001	9064420	Stimulus	S  4
906.4619	0.0001	9064620	Stimulus	S  4
906.4819	0.0001	9064820	Stimulus	S  4
906.5019	0.0001	9065020	Stimulus	S  4
906.5219	0.0001	9065220	Stimulus	S  8
906.5419	0.0001	9065420	Stimulus	S  4
906.5619	0.0001	9065620	Stimulus	S  8
906.5819	0.0001	9065820	Stimulus	S  4
906.6019	0.0001	9066020	Stimulus	S  8
938.8056	0.0001	9388057	Stimulus	S  2
943.8443	0.0001	9438444	Stimulus	S  1
943.9543	0.0001	9439544	Stimulus	S  8
943.9743	0.0001	9439744	Stimulus	S  4
943.9943	0.0001	9439944	Stimulus	S  4
944.0143	0.0001	9440144	Stimulus	S  4
944.0343	0.0001	9440344	Stimulus	S  8
944.0543	0.0001	9440544	Stimulus	S  4
944.0743	0.0001	9440744	Stimulus	S  8
944.0943	0.0001	9440944	Stimulus	S  8
944.1143	0.0001	9441144	Stimulus	S  4
980.3221	0.0001	9803222	Stimulus	S  2
983.4168	0.0001	9834169	Stimulus	S  1
983.5288	0.0001	9835289	Stimulus	S  8
983.5488	0.0001	9835489	Stimulus	S  4
983.5688	0.0001	9835689	Stimulus	S  4
983.5888	0.0001	9835889	Stimulus	S  4
983.6088	0.0001	9836089	Stimulus	S  8
983.6288	0.0001	9836289	Stimulus	S  4
983.6488	0.0001	9836489	Stimulus	S  8
983.6688	0.0001	9836689	Stimulus	S  8
983.6888	0.0001	9836889	Stimulus	S  8
1021.3946	0.0001	10213947	Stimulus	S  2
1024.1113	0.0001	10241114	Stimulus	S  1
1024.2233	0.0001	10242234	Stimulus	S  4
1024.2433	0.0001	10242434	Stimulus	S  4
1024.2633	0.0001	10242634	Stimulus	S  4
1024.2833	0.0001	10242834	Stimulus	S  4
1024.3033	0.0001	10243034	Stimulus	S  8
1024.3233	0.0001	10243234	Stimulus	S  8
1024.3433	0.0001	10243434	Stimulus	S  4
1024.3633	0.0001	10243634	Stimulus	S  4
1024.3833	0.0001	10243834	Stimulus	S  4
1057.589	0.0001	10575891	Stimulus	S  2
1063.0997	0.0001	10630998	Stimulus	S  1
1063.2017	0.0001	10632018	Stimulus	S  8
1063.2217	0.0001	10632218	Stimulus	S  4
1063.2417	0.0001	10632418	Stimulus	S  4
1063.2617	0.0001	10632618	Stimulus	S  4
1063.2817	0.0001	10632818	Stimulus	S  8
1063.3017	0.0001	10633018	Stimulus	S  8
1063.3217	0.0001	10633218	Stimulus	S  4
1063.3417	0.0001	10633418	Stimulus	S  4
