onset	duration	sample	trial_type	value
0	0.0001	1	New Segment	n/a
50.8267	0.0001	508268	Stimulus	S  1
50.9427	0.0001	509428	Stimulus	S  8
50.9627	0.0001	509628	Stimulus	S  4
50.9827	0.0001	509828	Stimulus	S  4
51.0027	0.0001	510028	Stimulus	S  4
51.0227	0.0001	510228	Stimulus	S  4
51.0427	0.0001	510428	Stimulus	S  4
51.0627	0.0001	510628	Stimulus	S  4
51.0827	0.0001	510828	Stimulus	S  4
51.1027	0.0001	511028	Stimulus	S  4
83.3044	0.0001	833045	Stimulus	S  2
89.9431	0.0001	899432	Stimulus	S  1
90.0511	0.0001	900512	Stimulus	S  8
90.0711	0.0001	900712	Stimulus	S  4
90.0911	0.0001	900912	Stimulus	S  4
90.1111	0.0001	901112	Stimulus	S  4
90.1311	0.0001	901312	Stimulus	S  4
90.1511	0.0001	901512	Stimulus	S  4
90.1711	0.0001	901712	Stimulus	S  4
90.1911	0.0001	901912	Stimulus	S  4
90.2111	0.0001	902112	Stimulus	S  8
121.1742	0.0001	1211743	Stimulus	S  2
133.4616	0.0001	1334617	Stimulus	S  1
133.5676	0.0001	1335677	Stimulus	S  8
133.5876	0.0001	1335877	Stimulus	S  4
133.6076	0.0001	1336077	Stimulus	S  4
133.6276	0.0001	1336277	Stimulus	S  4
133.6476	0.0001	1336477	Stimulus	S  4
133.6676	0.0001	1336677	Stimulus	S  4
133.6876	0.0001	1336877	Stimulus	S  4
133.7076	0.0001	1337077	Stimulus	S  8
133.7276	0.0001	1337277	Stimulus	S  4
175.9395	0.0001	1759396	Stimulus	S  2
178.8722	0.0001	1788723	Stimulus	S  1
178.9862	0.0001	1789863	Stimulus	S  4
179.0062	0.0001	1790063	Stimulus	S  4
179.0262	0.0001	1790263	Stimulus	S  4
179.0462	0.0001	1790463	Stimulus	S  4
179.0662	0.0001	1790663	Stimulus	S  4
179.0862	0.0001	1790863	Stimulus	S  4
179.1062	0.0001	1791063	Stimulus	S  4
179.1262	0.0001	1791263	Stimulus	S  8
179.1462	0.0001	1791463	Stimulus	S  8
211.3499	0.0001	2113500	Stimulus	S  2
213.7586	0.0001	2137587	Stimulus	S  1
213.8626	0.0001	2138627	Stimulus	S  8
213.8826	0.0001	2138827	Stimulus	S  4
213.9026	0.0001	2139027	Stimulus	S  4
213.9226	0.0001	2139227	Stimulus	S  4
213.9426	0.0001	2139427	Stimulus	S  4
213.9626	0.0001	2139627	Stimulus	S  4
213.9826	0.0001	2139827	Stimulus	S  8
214.0026	0.0001	2140027	Stimulus	S  4
214.0226	0.0001	2140227	Stimulus	S  4
244.2363	0.0001	2442364	Stimulus	S  2
252.015	0.0001	2520151	Stimulus	S  1
252.123	0.0001	2521231	Stimulus	S  8
252.143	0.0001	2521431	Stimulus	S  4
252.163	0.0001	2521631	Stimulus	S  4
252.183	0.0001	2521831	Stimulus	S  4
252.203	0.0001	2522031	Stimulus	S  4
252.223	0.0001	2522231	Stimulus	S  4
252.243	0.0001	2522431	Stimulus	S  8
252.263	0.0001	2522631	Stimulus	S  4
252.283	0.0001	2522831	Stimulus	S  8
289.2421	0.0001	2892422	Stimulus	S  2
293.5315	0.0001	2935316	Stimulus	S  1
293.6395	0.0001	2936396	Stimulus	S  4
293.6595	0.0001	2936596	Stimulus	S  4
293.6795	0.0001	2936796	Stimulus	S  4
293.6995	0.0001	2936996	Stimulus	S  4
293.7195	0.0001	2937196	Stimulus	S  4
293.7395	0.0001	2937396	Stimulus	S  4
293.7595	0.0001	2937596	Stimulus	S  8
293.7795	0.0001	2937796	Stimulus	S  8
293.7995	0.0001	2937996	Stimulus	S  4
334.0093	0.0001	3340094	Stimulus	S  2
337.402	0.0001	3374021	Stimulus	S  1
337.518	0.0001	3375181	Stimulus	S  4
337.538	0.0001	3375381	Stimulus	S  4
337.558	0.0001	3375581	Stimulus	S  4
337.578	0.0001	3375781	Stimulus	S  4
337.598	0.0001	3375981	Stimulus	S  4
337.618	0.0001	3376181	Stimulus	S  4
337.638	0.0001	3376381	Stimulus	S  8
337.658	0.0001	3376581	Stimulus	S  8
337.678	0.0001	3376781	Stimulus	S  8
369.8797	0.0001	3698798	Stimulus	S  2
372.6984	0.0001	3726985	Stimulus	S  1
372.8124	0.0001	3728125	Stimulus	S  8
372.8324	0.0001	3728325	Stimulus	S  4
372.8524	0.0001	3728525	Stimulus	S  4
372.8724	0.0001	3728725	Stimulus	S  4
372.8924	0.0001	3728925	Stimulus	S  4
372.9124	0.0001	3729125	Stimulus	S  8
372.9324	0.0001	3729325	Stimulus	S  4
372.9524	0.0001	3729525	Stimulus	S  4
372.9724	0.0001	3729725	Stimulus	S  4
406.1761	0.0001	4061762	Stimulus	S  2
408.0248	0.0001	4080249	Stimulus	S  1
408.1408	0.0001	4081409	Stimulus	S  8
408.1608	0.0001	4081609	Stimulus	S  4
408.1808	0.0001	4081809	Stimulus	S  4
408.2008	0.0001	4082009	Stimulus	S  4
408.2208	0.0001	4082209	Stimulus	S  4
408.2408	0.0001	4082409	Stimulus	S  8
